id,dataset,weight,height,sex
ID4783,training,63.8,126.7,0
ID4784,training,64.8,138.4,0
ID4785,training,65.5,171.1,0
ID4786,training,61.1,127.1,0
ID4787,training,64.4,131.5,0
ID4788,training,68.5,185.4,1
ID4789,training,63.8,129.3,0
ID4790,training,64.6,143.2,0
ID4791,training,68,178.7,1
ID4792,training,68.5,186.2,1
ID4793,training,63.4,129.4,0
ID4794,training,67.1,188.8,1
ID4795,training,61.2,135.4,0
ID4796,training,68.7,182.2,1
ID4797,training,68.5,183.6,1
ID4798,training,68,189.1,1
ID4799,training,66.1,165.5,0
ID4800,training,63.4,125.6,0
ID4801,training,64.4,145.4,1
ID4802,training,70.9,186.3,1
ID4803,training,71.6,184.5,1
ID4804,training,67.2,172.7,0
ID4805,training,62.7,127,0
ID4806,training,64.9,152.6,0
ID4807,training,66.8,165.1,0
ID4808,training,68.7,166.8,0
ID4809,training,67.9,173.6,1
ID4810,training,61.7,134.3,0
ID4811,training,67.5,177,1
ID4812,training,66.1,171.3,1
ID4813,training,66.9,157.7,0
ID4814,training,68.7,157.9,0
ID4815,training,63.1,128.5,0
ID4816,training,63.9,144.8,0
ID4817,training,63.7,136.3,0
ID4818,training,62.5,128.9,0
ID4819,training,63.1,133.5,0
ID4820,training,60.7,125.6,0
ID4821,training,65.5,174.5,1
ID4822,training,68,188.1,1
ID4823,training,63.2,133.3,0
ID4824,training,69.3,185.7,1
ID4825,training,63.3,135.9,0
ID4826,training,63.3,135.2,0
ID4827,training,65,153,0
ID4828,training,66.5,163.6,0
ID4829,training,68,161.3,0
ID4830,training,68.8,183.2,1
ID4831,training,64,138.6,1
ID4832,training,70.5,187.5,1
ID4833,training,63.7,132.3,0
ID4834,training,63.2,128.1,0
ID4835,training,68.2,165.1,1
ID4836,training,68.6,176.8,1
ID4837,training,65,161,1
ID4838,training,61.6,126,0
ID4839,training,60.4,126.7,0
ID4840,training,65.4,142.7,0
ID4841,training,69.5,189,1
ID4842,training,67,140,0
ID4843,training,64.3,150.1,0
ID4844,training,68,167.5,1
ID4845,training,67.4,159.7,0
ID4846,training,63.9,126.9,0
ID4847,training,61.6,136.6,0
ID4848,training,65.4,178.4,1
ID4849,training,67.5,170.6,0
ID4850,training,63.6,168.9,1
ID4851,training,67.2,175.6,1
ID4852,training,69.7,185.1,1
ID4853,training,63.7,140.6,0
ID4854,training,69.8,173,1
ID4855,training,62.1,135.6,0
ID4856,training,66.5,173.5,1
ID4857,training,63.2,144.8,1
ID4858,training,65.8,160.9,0
ID4859,training,69.6,175.4,1
ID4860,training,65.3,141.8,0
ID4861,training,69.3,178.8,1
ID4862,training,66.3,147.7,0
ID4863,training,67.6,174.4,1
ID4864,training,68.2,174.3,1
ID4865,training,64.4,138,0
ID4866,training,64.7,167,1
ID4867,training,64.4,142.2,0
ID4868,training,64.5,138.5,0
ID4869,training,66.6,147.6,0
ID4870,training,63.6,139.7,0
ID4871,training,63.8,145.4,0
ID4872,training,66.6,162,1
ID4873,training,64.6,137.5,0
ID4874,training,65.1,145.7,0
ID4875,training,67.7,165.6,1
ID4876,training,69.5,170,1
ID4877,training,64.7,147.8,0
ID4878,training,67.7,168.5,1
ID4879,training,66.1,175.5,1
ID4880,training,67.7,164.9,1
ID4881,training,64.1,137.5,0
ID4882,training,68.6,169.5,1
ID4883,training,66.3,176.3,1
ID4884,training,61.9,134.8,0
ID4885,training,66.7,148.4,0
ID4886,training,67.7,147.7,0
ID4887,training,62.1,137.7,0
ID4888,training,62.9,139.5,0
ID4889,training,67,145.6,0
ID4890,training,63.9,127,0
ID4891,training,60,133.3,0
ID4892,training,64.3,163.1,1
ID4893,training,68.1,173.2,1
ID4894,training,62.3,154.3,1
ID4895,training,66.6,154.6,1
ID4896,training,67.7,173.4,1
ID4897,training,69.2,161.1,0
ID4898,training,66.3,163.5,0
ID4899,training,66.1,160.2,0
ID4900,training,65.5,135.3,0
ID4901,training,66.9,146.1,0
ID4902,training,66.3,168.9,0
ID4903,training,66,153.2,0
ID4904,training,64.7,155.9,1
ID4905,training,63.7,134.1,0
ID4906,training,65.7,153,0
ID4907,training,66.3,142.9,0
ID4908,training,71,185.9,1
ID4909,training,66.7,183.4,1
ID4910,training,66.8,178.4,1
ID4911,training,68.6,186,1
ID4912,training,63.9,137.2,0
ID4913,training,68,181.1,1
ID4914,training,63.6,133.2,0
ID4915,training,63.4,135,0
ID4916,training,66.5,176,1
ID4917,training,65.4,144.1,1
ID4918,training,64.9,147.5,0
ID4919,training,69.8,189,1
ID4920,training,66.9,186.9,1
ID4921,training,66.6,165.9,0
ID4922,training,63.9,167.8,1
ID4923,training,67.3,137.6,0
ID4924,training,66.3,139.9,0
ID4925,training,67.8,156.3,0
ID4926,training,69,185.9,1
ID4927,training,68.6,179.1,1
ID4928,training,65.9,159.3,1
ID4929,training,68.1,187.8,1
ID4930,training,67.1,160.4,0
ID4931,training,65.7,180.5,1
ID4932,training,62.8,133.2,0
ID4933,training,66.7,147.2,0
ID4934,training,66.1,162.2,0
ID4935,training,66.5,176,1
ID4936,training,65,169.4,1
ID4937,training,66.9,162.7,0
ID4938,training,67.7,159.2,0
ID4939,training,65.1,141.4,0
ID4940,training,67.5,150.9,0
ID4941,training,63.2,159.2,1
ID4942,training,70,174.3,1
ID4943,training,67.8,184.9,1
ID4944,training,61.5,126.8,0
ID4945,training,67,151.3,0
ID4946,training,65.7,186.3,1
ID4947,training,66.5,162.6,1
ID4948,training,67.2,176.7,1
ID4949,training,67.3,156.4,1
ID4950,training,66.7,172.9,1
ID4951,training,62.3,149.5,1
ID4952,training,63.6,144.8,1
ID4953,training,63,144,0
ID4954,training,67.3,173.1,1
ID4955,training,63.4,144.9,0
ID4956,training,68.1,173.8,1
ID4957,training,65,147.1,0
ID4958,training,65.6,180,1
ID4959,training,64.7,137.8,0
ID4960,training,68.3,167.9,1
ID4961,training,62.4,146.8,0
ID4962,training,65.6,153.8,0
ID4963,training,69.7,181.9,1
ID4964,training,64.7,143.1,0
ID4965,training,65.9,149.9,0
ID4966,training,65.8,159.4,0
ID4967,training,64.8,144.3,0
ID4968,training,64.3,155.5,1
ID4969,training,65.1,171.6,1
ID4970,training,64.1,132.4,0
ID4971,training,65.3,137.4,0
ID4972,training,68.7,165.9,0
ID4973,training,62.7,139.2,0
ID4974,training,68,177.6,1
ID4975,training,66,160.7,1
ID4976,training,64.9,168.5,1
ID4977,training,63.2,127.2,0
ID4978,training,64.1,139.6,0
ID4979,training,65.1,149.2,0
ID4980,training,67.3,180.8,1
ID4981,training,63.6,130.9,0
ID4982,training,66.8,176.1,1
ID4983,training,64.7,169.7,1
ID4984,training,71.1,185.8,1
ID4985,training,68.6,186.4,1
ID4986,training,66.7,164,1
ID4987,training,65.3,138.8,0
ID4988,training,68,147.3,0
ID4989,training,63.9,147.6,0
ID4990,training,61.7,134.7,0
ID4991,training,62.5,137.1,0
ID4992,training,65,164.3,1
ID4993,training,66.1,147,0
ID4994,training,68.4,184,1
ID4995,training,67.2,153.4,0
ID4996,training,68,162.4,0
ID4997,training,69,177.8,1
ID4998,training,65,128,0
ID4999,training,66.6,151.4,0
ID5000,training,69.6,182.8,1
ID5001,validation,60.6,133.3,0
ID5002,validation,64.9,152.4,0
ID5003,validation,67.4,151.7,0
ID5004,validation,67.8,146.3,0
ID5005,validation,68.9,181.8,1
ID5006,validation,63.2,135.6,0
ID5007,validation,63.7,144.8,0
ID5008,validation,68.4,172.9,1
ID5009,validation,67.7,178.3,1
ID5010,validation,71.3,162.3,0
ID5011,validation,67.4,160.3,0
ID5012,validation,67.7,188.9,1
ID5013,validation,68.1,182.8,1
ID5014,validation,67.7,154.4,0
ID5015,validation,64.7,161.7,0
ID5016,validation,67.1,176.4,1
ID5017,validation,65.4,146.7,0
ID5018,validation,67.9,169.9,1
ID5019,validation,65.6,170.2,1
ID5020,validation,65.8,166.6,1
ID5021,validation,61.5,145.7,0
ID5022,validation,64.6,143,0
ID5023,validation,67.7,151.3,0
ID5024,validation,67.4,176.6,1
ID5025,validation,65.7,148.3,0
ID5026,validation,68.8,187.8,1
ID5027,validation,66,167.4,1
ID5028,validation,68.6,165.8,0
ID5029,validation,65.9,165.1,0
ID5030,validation,67.1,182.6,1
ID5031,validation,69.2,172.8,0
ID5032,validation,64.6,133.4,0
ID5033,validation,63.8,133.8,0
ID5034,validation,68.1,171,1
ID5035,validation,66.5,164.1,0
ID5036,validation,65.4,167.6,1
ID5037,validation,64.1,157.7,1
ID5038,validation,69,186.3,1
ID5039,validation,65.1,135.6,0
ID5040,validation,64.1,144.8,0
ID5041,validation,68.1,176.3,1
ID5042,validation,63.2,143,0
ID5043,validation,63.9,139.2,0
ID5044,validation,69.7,187.8,0
ID5045,validation,69,170.3,1
ID5046,validation,66.8,189.2,1
ID5047,validation,67.8,179.9,1
ID5048,validation,62.4,130.8,0
ID5049,validation,70.4,185,1
ID5050,validation,60.9,131.3,0
ID5051,validation,61.6,137.1,0
ID5052,validation,63.6,130,0
ID5053,validation,63,129.4,0
ID5054,validation,66.8,178.6,1
ID5055,validation,62.5,146,1
ID5056,validation,66.2,139.6,0
ID5057,validation,67.9,173.3,1
ID5058,validation,65.5,154.4,0
ID5059,validation,65.9,129,0
ID5060,validation,67.9,150.7,0
ID5061,validation,65.9,178,1
ID5062,validation,64,152.6,1
ID5063,validation,60.5,125.5,0
ID5064,validation,61,134.2,0
ID5065,validation,63.6,160.8,1
ID5066,validation,64,136.4,0
ID5067,validation,64.1,133.5,0
ID5068,validation,67.8,171.2,1
ID5069,validation,61.4,126.3,0
ID5070,validation,65.5,178.4,1
ID5071,validation,65.1,160.8,0
ID5072,validation,62.4,146.4,0
ID5073,validation,68.2,173,1
ID5074,validation,70.7,184.7,1
ID5075,validation,62.9,149.7,0
ID5076,validation,63.2,129.3,0
ID5077,validation,68.1,175.2,1
ID5078,validation,65.1,149.2,0
ID5079,validation,68,177,1
ID5080,validation,69.6,187.5,1
ID5081,validation,64.1,166.7,1
ID5082,validation,71.4,189.2,1
ID5083,validation,64.1,145.2,0
ID5084,validation,68.2,163.6,0
ID5085,validation,68.2,178.2,0
ID5086,validation,62.8,133.8,0
ID5087,validation,64.8,143.4,0
ID5088,validation,68.2,184.1,1
ID5089,validation,65.7,156.1,0
ID5090,validation,61.2,129.8,0
ID5091,validation,61.6,140.4,0
ID5092,validation,61.7,141.5,0
ID5093,validation,60.2,130.8,0
ID5094,validation,66.5,143.8,0
ID5095,validation,66.7,135.9,0
ID5096,validation,69.4,178.3,0
ID5097,validation,69.7,178.5,1
ID5098,validation,69.6,170.3,1
ID5099,validation,67.2,177.8,1
ID5100,validation,61.9,130.9,0
ID5101,validation,68,171.2,1
ID5102,validation,65.2,142.4,0
ID5103,validation,70.4,185.9,1
ID5104,validation,69.8,189.8,1
ID5105,validation,65.3,161.4,0
ID5106,validation,66.5,155.9,0
ID5107,validation,65.6,151.5,0
ID5108,validation,63.5,141.1,1
ID5109,validation,66.6,184.8,1
ID5110,validation,61.3,127.9,0
ID5111,validation,67.3,177.2,1
ID5112,validation,68.2,181,1
ID5113,validation,64.8,159.9,1
ID5114,validation,63.3,129,0
ID5115,validation,62.2,142.2,0
ID5116,validation,65.9,166.3,0
ID5117,validation,71.6,176.4,1
ID5118,validation,64.5,135.2,0
ID5119,validation,62.3,150.7,1
ID5120,validation,62,142.4,0
ID5121,validation,67,176.5,1
ID5122,validation,67.9,167.7,1
ID5123,validation,66.1,161.2,1
ID5124,validation,67.9,175.2,1
ID5125,validation,70.4,174,1
ID5126,validation,64.9,163.9,1
ID5127,validation,69.3,168.2,0
ID5128,validation,67.4,174.4,1
ID5129,validation,70.6,170.1,0
ID5130,validation,62.6,135.7,0
ID5131,validation,63.4,149.6,0
ID5132,validation,64.8,185.3,1
ID5133,validation,67.7,171.6,1
ID5134,validation,67,159.2,0
ID5135,validation,62.8,131.3,0
ID5136,validation,62.9,131.3,0
ID5137,validation,68.6,178.8,1
ID5138,validation,62.1,125.5,0
ID5139,validation,64.8,137.7,0
ID5140,validation,66.4,148.3,0
ID5141,validation,63.4,149.1,0
ID5142,validation,69.7,159.6,0
ID5143,validation,67.6,169.7,0
ID5144,validation,65.3,143.4,0
ID5145,validation,64.4,155.6,0
ID5146,validation,63,126.2,0
ID5147,validation,65.2,181,1
ID5148,validation,66.1,171.9,0
ID5149,validation,64.8,142.5,0
ID5150,validation,63.9,125.2,0
ID5151,validation,63.3,149.1,0
ID5152,validation,68.3,178.4,1
ID5153,validation,64.6,140.2,0
ID5154,validation,65.2,150.4,0
ID5155,validation,66.9,164.4,1
ID5156,validation,64.8,151.5,0
ID5157,validation,67.7,188.2,1
ID5158,validation,68.9,176.6,1
ID5159,validation,61.4,127.6,0
ID5160,validation,64,138.9,0
ID5161,validation,64.8,138.5,0
ID5162,validation,67.5,166.4,1
ID5163,validation,67.8,183.7,1
ID5164,validation,66.5,169.6,1
ID5165,validation,66.9,181.6,0
ID5166,validation,65.2,137.2,0
ID5167,validation,64.6,141.1,0
ID5168,validation,66,151.9,0
ID5169,validation,64.5,141.9,0
ID5170,validation,66.3,151.2,0
ID5171,validation,67.6,185.6,1
ID5172,validation,62.5,168.2,1
ID5173,validation,67.6,154.4,0
ID5174,validation,69.1,189.9,1
ID5175,validation,66.5,161.4,0
ID5176,validation,66.4,166.4,1
ID5177,validation,70.7,190,1
ID5178,validation,67.7,163.9,0
ID5179,validation,67.5,164.7,1
ID5180,validation,68.4,178.6,1
ID5181,validation,69,175.6,1
ID5182,validation,65.3,145.9,0
ID5183,validation,66.7,158.7,1
ID5184,validation,66.7,185.3,1
ID5185,validation,68.6,180.9,1
ID5186,validation,64.9,146.7,0
ID5187,validation,68.4,171.3,1
ID5188,validation,64.5,159.5,0
ID5189,validation,67.4,168.1,0
ID5190,validation,67.8,180,1
ID5191,validation,63,144.4,0
ID5192,validation,65.2,159.5,1
ID5193,validation,69.1,181.4,1
ID5194,validation,62,128.7,0
ID5195,validation,64.7,176.1,1
ID5196,validation,66.2,153.8,0
ID5197,validation,62.1,137.3,0
ID5198,validation,65.9,155,1
ID5199,validation,62.2,134.4,0
ID5200,validation,65,140.6,0
ID5201,validation,62.9,126,0
ID5202,validation,65.3,146.8,0
ID5203,validation,66.8,168.4,0
ID5204,validation,66.3,170.3,1
ID5205,validation,69.1,174.4,1
ID5206,validation,69.7,182.9,1
ID5207,validation,62.4,128.2,0
ID5208,validation,65.2,147.7,0
ID5209,validation,61.5,129.6,0
ID5210,validation,68.1,182.9,1
ID5211,validation,64.4,162.6,0
ID5212,validation,69.1,174.7,0
ID5213,validation,65,166.8,1
ID5214,validation,66.4,152.8,0
ID5215,validation,66.3,179.8,1
ID5216,validation,66.1,151.5,0
ID5217,validation,67,187.8,1
ID5218,validation,64.1,139.5,0
ID5219,validation,63.8,136.2,0
ID5220,validation,65.1,129.1,0
ID5221,validation,67.1,178,1
ID5222,validation,68.1,186.9,1
ID5223,validation,65,140.5,0
ID5224,validation,67.7,177.1,1
ID5225,validation,66.5,180.8,1
ID5226,validation,70.5,189.6,1
ID5227,validation,67.4,170.2,1
ID5228,validation,65,164.3,1
ID5229,validation,63.2,140.2,0
ID5230,validation,69.9,181.6,1
ID5231,validation,64.8,166.8,1
ID5232,validation,66,183.8,1
ID5233,validation,67.7,173.8,1
ID5234,validation,68.2,179.1,1
ID5235,validation,69.6,187.9,1
ID5236,validation,63.7,135.8,0
ID5237,validation,70.6,185.4,1
ID5238,validation,67.2,174.4,1
ID5239,validation,68.3,174.2,1
ID5240,validation,65.3,154.5,0
ID5241,validation,62,133.3,0
ID5242,validation,64.7,150.6,1
ID5243,validation,64.8,142.7,1
ID5244,validation,66,150.5,0
ID5245,validation,61.9,141.4,0
ID5246,validation,67,178.1,1
ID5247,validation,69.6,181.6,1
ID5248,validation,64.1,135.8,0
ID5249,validation,65.9,153.1,0
ID5250,validation,68.4,153.5,0
ID5251,validation,62.2,136.3,0
ID5252,validation,67,157.5,1
ID5253,validation,64.8,157.7,1
ID5254,validation,70.2,188.5,1
ID5255,validation,69.3,173.3,1
ID5256,validation,72.4,189.4,1
ID5257,validation,65.9,131.8,0
ID5258,validation,62.6,141.4,0
ID5259,validation,64,145.7,0
ID5260,validation,63.6,128.5,0
ID5261,validation,62.9,135.6,0
ID5262,validation,65.3,151.6,0
ID5263,validation,62.6,129.5,0
ID5264,validation,70.6,180.5,1
ID5265,validation,61.9,125.8,0
ID5266,validation,61.7,156.4,1
ID5267,validation,63.8,137.4,0
ID5268,validation,65,151,0
ID5269,validation,68.4,189.7,1
ID5270,validation,66.3,138.5,0
ID5271,validation,63.7,131.6,0
ID5272,validation,64.8,162.4,1
ID5273,validation,63.2,147,0
ID5274,validation,64.1,144.1,0
ID5275,validation,63.6,128.2,0
ID5276,validation,63.6,155.4,1
ID5277,validation,66.5,163.3,1
ID5278,validation,64.5,141.1,0
ID5279,validation,68.4,183.8,1
ID5280,validation,69.2,178.8,1
ID5281,validation,63,131,0
ID5282,validation,63.3,138.1,1
ID5283,validation,67.7,186.5,1
ID5284,validation,66.7,169.7,1
ID5285,validation,62.9,147.5,0
ID5286,validation,64.7,137.4,0
ID5287,validation,67.1,186.9,1
ID5288,validation,63.4,126,0
ID5289,validation,65.7,146,1
ID5290,validation,69.6,184.2,1
ID5291,validation,72.4,189.2,1
ID5292,validation,60.4,126.7,0
ID5293,validation,62.1,138.6,0
ID5294,validation,68.5,167.9,1
ID5295,validation,59.9,129.2,0
ID5296,validation,65.1,134.7,0
ID5297,validation,67,188.5,1
ID5298,validation,66.4,137.3,0
ID5299,validation,68.8,174.2,1
ID5300,validation,63.8,136.3,0
ID5301,validation,63.7,162,0
ID5302,validation,70.1,183.9,1
ID5303,validation,63.4,132.5,0
ID5304,validation,63.4,150.9,1
ID5305,validation,67.9,182.2,1
ID5306,validation,60.4,127,0
ID5307,validation,66.5,161.1,0
ID5308,validation,62.5,136.6,0
ID5309,validation,62.9,137,0
ID5310,validation,66.4,163.3,1
ID5311,validation,62.5,143.4,0
ID5312,validation,67.3,147,0
ID5313,validation,62.8,163.2,1
ID5314,validation,63.5,138.2,0
ID5315,validation,69,166,0
ID5316,validation,63.8,126,0
ID5317,validation,66.5,132.8,0
ID5318,validation,66.7,170.1,1
ID5319,validation,66.7,174.3,0
ID5320,validation,65.4,158.2,0
ID5321,validation,61.6,134.5,0
ID5322,validation,64.8,133.3,0
ID5323,validation,60.7,129.9,0
ID5324,validation,66.9,175.2,1
ID5325,validation,63.4,147.6,0
ID5326,validation,70.4,182.7,1
ID5327,validation,68.3,174.1,0
ID5328,validation,63,128.3,0
ID5329,validation,64.8,161.2,1
ID5330,validation,65.6,164.6,0
ID5331,validation,67.2,176.4,1
ID5332,validation,61.7,125.4,0
ID5333,validation,63.4,150,0
ID5334,validation,69.2,169.6,0
ID5335,validation,62.7,142.2,0
ID5336,validation,66.9,155.8,0
ID5337,validation,66.2,163.6,0
ID5338,validation,66.6,146.4,0
ID5339,validation,71.6,185.9,1
ID5340,validation,65.1,132.1,0
ID5341,validation,68.9,189.6,1
ID5342,validation,63.8,148.9,1
ID5343,validation,63.2,139.5,0
ID5344,validation,65.3,163.4,1
ID5345,validation,63,137.5,0
ID5346,validation,65,156.8,0
ID5347,validation,67.9,174.8,0
ID5348,validation,65.8,150.9,0
ID5349,validation,62.8,132.2,0
ID5350,validation,65.2,160.8,1
ID5351,validation,64.4,133.1,0
ID5352,validation,64.1,146.6,0
ID5353,validation,64,156.6,0
ID5354,validation,66.8,186.3,1
ID5355,validation,62.1,132.7,0
ID5356,validation,63.7,131.9,0
ID5357,validation,65.7,167.7,0
ID5358,validation,69.4,187.1,1
ID5359,validation,70.2,187.7,1
ID5360,validation,66.9,177.4,1
ID5361,validation,66.7,179.3,1
ID5362,validation,68.8,175.9,0
ID5363,validation,68.4,188.8,1
ID5364,validation,64.7,147.3,0
ID5365,validation,63.9,146.8,0
ID5366,validation,66,143.5,0
ID5367,validation,67.7,157.2,0
ID5368,validation,65.2,167.4,1
ID5369,validation,69.6,187,1
ID5370,validation,66,166.8,0
ID5371,validation,65.3,154.5,0
ID5372,validation,62.8,125.4,0
ID5373,validation,63.5,129.3,0
ID5374,validation,67.3,158.4,1
ID5375,validation,65.2,155.1,1
ID5376,validation,65.6,150.9,0
ID5377,validation,62.3,138.6,0
ID5378,validation,64.1,128.4,0
ID5379,validation,66,156.1,0
ID5380,validation,62.2,136.4,0
ID5381,validation,63.5,152.9,0
ID5382,validation,65.1,142.3,0
ID5383,validation,62.5,131.1,0
ID5384,validation,63.2,132.2,0
ID5385,validation,59.8,139.5,0
ID5386,validation,63.4,154.6,0
ID5387,validation,62.3,139.1,0
ID5388,validation,64.3,129.7,0
ID5389,validation,64.9,147.9,0
ID5390,validation,67.6,179.9,1
ID5391,validation,61.9,136.4,0
ID5392,validation,68.3,185.3,1
ID5393,validation,63.6,163.3,1
ID5394,validation,64.5,160.7,1
ID5395,validation,62,138.9,0
ID5396,validation,71.2,188.3,1
ID5397,validation,70.3,187,0
ID5398,validation,66.5,189,1
ID5399,validation,64.7,136,0
ID5400,validation,67.6,172.9,1
ID5401,validation,63.9,143.7,0
ID5402,validation,69.7,189.6,1
ID5403,validation,60.9,131.7,0
ID5404,validation,66.2,163.8,0
ID5405,validation,69.8,180.1,1
ID5406,validation,70.1,189.5,1
ID5407,validation,64.8,154.4,0
ID5408,validation,62.7,135.4,0
ID5409,validation,66.3,156.2,0
ID5410,validation,68.8,173.3,0
ID5411,validation,62.7,137.7,0
ID5412,validation,64.1,164.5,1
ID5413,validation,66.7,184.5,1
ID5414,validation,64.5,143.7,0
ID5415,validation,62.8,144.9,0
ID5416,validation,70.3,177.5,1
ID5417,validation,65.1,160.5,1
ID5418,validation,64,141.1,0
ID5419,validation,66.3,144.7,0
ID5420,validation,62.3,131.4,0
ID5421,validation,65.4,158.1,1
ID5422,validation,64.5,135,0
ID5423,validation,65.3,167.3,1
ID5424,validation,65.6,162.3,1
ID5425,validation,66.7,167.7,1
ID5426,validation,63.8,154.7,1
ID5427,validation,64.6,172.5,1
ID5428,validation,66.3,163.8,0
ID5429,validation,69,181.9,1
ID5430,validation,65.6,154.8,0
ID5431,validation,67.5,181.6,1
ID5432,validation,65.1,167.3,1
ID5433,validation,69.8,186.3,1
ID5434,validation,63.4,140.2,0
ID5435,validation,67.2,179.4,1
ID5436,validation,63.2,139.9,1
ID5437,validation,62.6,146.7,0
ID5438,validation,66.4,151.3,0
ID5439,validation,67.3,187.3,1
ID5440,validation,65.7,142.2,0
ID5441,validation,65.2,153.5,0
ID5442,validation,71.4,189,1
ID5443,validation,62.8,140.3,1
ID5444,validation,68.4,184.1,1
ID5445,validation,65.9,157.5,1
ID5446,validation,66.9,136.1,0
ID5447,validation,64.4,144.5,0
ID5448,validation,67.2,161.7,1
ID5449,validation,65.7,166.6,1
ID5450,validation,70.3,184.2,1
ID5451,validation,59.6,127.4,0
ID5452,validation,65.2,128.4,0
ID5453,validation,63.3,128.5,0
ID5454,validation,63.8,156.5,1
ID5455,validation,63,125.5,0
ID5456,validation,63.2,139.1,1
ID5457,validation,65.9,162.5,1
ID5458,validation,61.6,125,0
ID5459,validation,65.1,138.4,0
ID5460,validation,66.6,170.4,1
ID5461,validation,64.8,128.3,0
ID5462,validation,63.7,130.1,0
ID5463,validation,69.1,183.4,1
ID5464,validation,68.2,185.3,1
ID5465,validation,65.9,152.1,0
ID5466,validation,67.7,159.5,0
ID5467,validation,68.7,169.6,1
ID5468,validation,66.9,182,1
ID5469,validation,61.8,149.5,1
ID5470,validation,68.8,174.5,1
ID5471,validation,62.8,133.1,0
ID5472,validation,64.4,141.2,0
ID5473,validation,63.5,160.6,0
ID5474,validation,68,184,1
ID5475,validation,62.9,141.2,0
ID5476,validation,62.5,136.3,0
ID5477,validation,64.5,142.5,0
ID5478,validation,62.2,130.8,1
ID5479,validation,63.4,145.6,0
ID5480,validation,63.2,125.5,0
ID5481,validation,68.1,163.1,0
ID5482,validation,69.3,167.6,0
ID5483,validation,64.8,152.8,0
ID5484,validation,66.8,129.4,0
ID5485,validation,67.7,176.3,1
ID5486,validation,66.7,175.2,1
ID5487,validation,65.2,144.8,0
ID5488,validation,65,138.5,0
ID5489,validation,69.3,181.9,1
ID5490,validation,68.6,182.1,1
ID5491,validation,64,133.8,0
ID5492,validation,70.3,187.2,1
ID5493,validation,66.7,151.4,0
ID5494,validation,65.2,185.3,1
ID5495,validation,63.8,140.4,0
ID5496,validation,63.5,138.2,0
ID5497,validation,64.6,155.3,0
ID5498,validation,63.7,129,0
ID5499,validation,62.8,126.4,0
ID5500,validation,67.7,174.7,1
ID5501,validation,64.2,154.4,0
ID5502,validation,66.4,170.1,1
ID5503,validation,65,156.5,1
ID5504,validation,69.7,178,1
ID5505,validation,68.7,188.6,1
ID5506,validation,66.4,148.6,0
ID5507,validation,62.3,130.1,0
ID5508,validation,66.3,132.8,0
ID5509,validation,66.5,146.6,0
ID5510,validation,68.3,189.4,1
ID5511,validation,61.6,125.5,0
ID5512,validation,63,131.8,1
ID5513,validation,67.9,179.2,1
ID5514,validation,67.8,179.6,1
ID5515,validation,64.1,141.7,0
ID5516,validation,70.1,175.2,1
ID5517,validation,68.6,184.3,1
ID5518,validation,62.1,130.3,1
ID5519,validation,67.8,170.5,1
ID5520,validation,63.6,125.5,0
ID5521,validation,65.9,155.2,0
ID5522,validation,66.9,168.7,0
ID5523,validation,66.4,165.5,1
ID5524,validation,68.1,152.4,0
ID5525,validation,68.2,173.3,1
ID5526,validation,69.2,173.8,1
ID5527,validation,69.6,170,0
ID5528,validation,69,152.4,0
ID5529,validation,65.1,138.4,0
ID5530,validation,68.6,177,1
ID5531,validation,64.5,126.6,0
ID5532,validation,65.8,139.5,0
ID5533,validation,62.3,146,0
ID5534,validation,68.9,184.6,1
ID5535,validation,63.7,161,1
ID5536,validation,67.5,176.1,1
ID5537,validation,66,141.9,0
ID5538,validation,67,165.6,1
ID5539,validation,66.9,153,0
ID5540,validation,72.2,188.6,1
ID5541,validation,63.2,130,0
ID5542,validation,63.3,144.7,0
ID5543,validation,68,160.5,0
ID5544,validation,67.1,187.6,1
ID5545,validation,61.9,147.3,1
ID5546,validation,68.6,171.2,0
ID5547,validation,67.8,179.1,1
ID5548,validation,65.4,142.5,0
ID5549,validation,65.8,142.1,0
ID5550,validation,61.5,135.1,0
ID5551,validation,64.6,161.9,1
ID5552,validation,61.7,126.5,0
ID5553,validation,63.1,138.3,0
ID5554,validation,66.3,148.9,0
ID5555,validation,64.7,143.8,0
ID5556,validation,69.1,188.2,1
ID5557,validation,63.6,131.3,0
ID5558,validation,68.2,186.7,1
ID5559,validation,60.8,132.2,0
ID5560,validation,66.1,158.5,0
ID5561,validation,71.8,189,1
ID5562,validation,65.2,158.8,0
ID5563,validation,66,154.3,0
ID5564,validation,65.1,142.4,0
ID5565,validation,63.3,143.7,0
ID5566,validation,65,138.9,1
ID5567,validation,65.3,145.2,0
ID5568,validation,67.1,171.2,1
ID5569,validation,68.2,167.9,1
ID5570,validation,65.4,149.9,0
ID5571,validation,66.9,173.6,1
ID5572,validation,63.1,131.5,0
ID5573,validation,63.2,130.7,0
ID5574,validation,66.6,155.8,1
ID5575,validation,66,174.1,1
ID5576,validation,65.2,139.6,0
ID5577,validation,70.6,188.5,1
ID5578,validation,69,180.4,1
ID5579,validation,72.4,175.2,1
ID5580,validation,68.2,189.9,1
ID5581,validation,68.6,156.4,0
ID5582,validation,63.5,147,0
ID5583,validation,64.7,153,0
ID5584,validation,68.8,175,0
ID5585,validation,62.1,136.9,0
ID5586,validation,65.1,150.1,0
ID5587,validation,67.8,164.2,1
ID5588,validation,64.7,144.4,0
ID5589,validation,71.4,185.7,1
